0 0 348 61615 7 2016 6 2 1.03301313677803 361
0 0 4563 51125 6 2018 3 9 1.01268415376544 4637
1 1429 0 184104 1 2006 6 2 0.935114344069734 1283
1 322 0 95179 1 2013 8 7 1.03050922192633 330
0 0 6106 37530 1 2019 4 2 0.90270132352598 5959
0 0 15848 38980 3 2019 2 7 0.997294702474028 15451
0 0 388 86989 3 2014 7 1 1.04378971150145 439
1 923 0 58138 1 2019 2 9 0.907716222340241 834
0 0 11824 45250 4 2018 4 5 0.956553264521062 11044
0 0 1509 67318 6 2016 2 6 0.928986514406279 1476
0 0 2243 34076 5 2019 2 9 1.05907351979986 2366
1 1487 0 204919 7 2005 10 3 1.04270749692805 1471
1 3000 0 137488 6 2010 6 7 0.913827854860574 2935
1 1552 0 117221 3 2011 4 7 0.940955790318549 1542
0 0 159 153687 4 2007 8 5 0.976776621863246 163
1 1820 0 119609 4 2012 5 8 1.01322375829332 1944
0 0 1717 123494 3 2011 7 8 1.04794586207718 1678
1 6039 0 63337 6 2018 3 6 0.906568256765604 5434
1 777 0 144411 2 2007 5 6 0.937350378604606 790
1 876 0 160390 2 2008 5 6 0.977192529756576 840
1 1104 0 72221 3 2016 4 5 0.985723728872836 1103
1 3882 0 115090 5 2013 5 5 0.967554791877046 3775
1 514 0 109388 6 2012 5 1 1.00472481921315 515
0 0 525 169559 4 2007 6 8 0.933339995890856 501
0 0 592 110817 4 2011 5 4 1.0170439498499 619
1 4887 0 128215 1 2011 8 4 1.01089037652127 5008
0 0 2340 118384 6 2010 7 6 0.953350999765098 2072
1 2742 0 170937 6 2005 10 7 0.968723063264042 2758
1 2929 0 151818 6 2008 9 4 1.05631489474326 2939
1 1696 0 164814 1 2007 9 7 1.06864284658805 1681
0 0 4412 76555 3 2015 3 6 1.0797103216406 4822
1 4597 0 139452 6 2009 6 4 0.95614922400564 4270
0 0 2316 117844 1 2012 7 2 1.02361718947068 2185
1 277 0 174355 6 2005 9 8 1.07281960281543 306
0 0 854 106106 3 2013 4 2 0.970549817429855 803
0 0 204 149408 1 2007 8 4 1.08449016246013 218
0 0 1585 55574 5 2017 6 5 0.993450772576034 1613
0 0 280 146110 5 2008 7 1 0.996350621711463 265
0 0 1159 173321 3 2006 5 8 0.90452745272778 1139
1 689 0 55921 4 2017 6 3 0.99930671309121 661
1 810 0 55344 3 2016 5 1 1.09274395639077 835
0 0 2657 84864 7 2013 5 7 1.01962171052583 2792
0 0 524 165615 2 2007 9 2 0.904925011424348 499
1 2857 0 78811 1 2015 2 2 0.971669374918565 2789
0 0 4029 137343 1 2009 7 2 0.924914308171719 3606
1 18160 0 32531 2 2018 2 8 1.05864628152922 19320
0 0 2170 178333 5 2005 7 4 1.0265302001033 2230
0 0 745 26331 3 2019 3 8 1.02209743349813 710
1 906 0 125257 1 2009 8 7 0.904416964156553 806
1 22791 0 98020 5 2013 4 2 0.989941837918013 22322
1 5362 0 119074 6 2011 8 7 0.923967467714101 5142
1 1574 0 56555 3 2018 1 6 0.993804964609444 1616
1 798 0 152496 3 2006 6 9 0.916658021556213 690
1 17971 0 54050 2 2019 2 4 1.02932967511006 18860
1 594 0 151764 5 2008 9 3 0.968219123128802 579
0 0 10037 55890 5 2018 4 6 0.946483405306935 9732
1 507 0 92587 4 2015 5 3 1.09098887229338 573
0 0 1388 139529 5 2009 4 3 0.950454076612368 1382
0 0 480 134538 1 2009 8 5 0.99514223956503 457
1 7516 0 68255 1 2016 6 5 0.92470536022447 6765
0 0 7063 59694 6 2019 4 1 0.974852461600676 6810
0 0 2360 89057 2 2015 6 9 0.93566399156116 2160
0 0 4923 119031 1 2012 6 3 0.959616568451747 4747
1 2837 0 92075 3 2014 7 4 1.09833519090898 3074
0 0 1225 150240 6 2007 9 1 1.02745753098279 1371
1 327 0 158725 7 2007 10 6 0.905054279323667 289
1 24924 0 155612 7 2007 9 8 0.937889769673347 23357
1 743 0 57405 6 2015 2 1 1.0550180148799 840
0 0 1728 172424 7 2007 9 2 0.955112692620605 1635
0 0 850 163584 3 2006 9 6 1.06507476801053 910
0 0 2769 82236 6 2014 6 7 0.955133678065613 2659
0 0 1340 158139 6 2007 5 5 0.932720448542386 1237
0 0 690 174760 6 2006 7 1 1.0608733353205 716
0 0 9008 134802 5 2011 6 1 1.08137870403007 10015
1 1077 0 178057 4 2006 8 7 1.05826989067718 1133
0 0 32771 41186 4 2019 5 1 1.01276616202667 31980
1 338 0 125883 4 2011 8 9 0.912160974740982 317
0 0 776 147204 5 2008 5 9 1.07194951940328 786
1 4696 0 55495 6 2017 4 8 0.986596597917378 4702
1 8333 0 181960 5 2006 10 8 0.916530941566452 7355
0 0 2270 127280 1 2011 4 6 0.993494408577681 2282
0 0 291 127346 6 2010 4 4 0.931337340269238 274
1 10116 0 50642 7 2019 4 2 1.01731845499016 9963
1 6450 0 95896 7 2012 6 8 0.995130303315818 6736
1 637 0 160755 3 2009 6 8 0.960922175412998 591
0 0 133 189027 5 2005 9 8 0.911822046292946 123
0 0 7483 72235 4 2015 5 7 0.984453400503844 6926
1 1240 0 118984 5 2011 4 5 0.978351704915985 1228
0 0 8830 29903 2 2019 2 2 0.966118370508775 8142
0 0 1091 144700 3 2007 5 5 1.02444193470292 1018
1 315 0 94059 6 2012 7 4 1.06970053683035 323
1 2271 0 74126 1 2017 3 9 0.998939592763782 2405
0 0 974 137679 6 2007 6 6 0.948610866488889 882
0 0 4641 54985 6 2017 2 9 0.916045495914295 4330
0 0 1886 74979 2 2015 6 2 1.07029402297921 1902
0 0 1867 114649 3 2011 6 8 1.05503613399342 2051
0 0 8556 126976 6 2010 4 2 0.933980049705133 7620
0 0 7550 136017 7 2010 6 2 1.0496310276445 8194
1 3967 0 107287 3 2011 7 7 0.93360143234022 3708
1 5169 0 128493 4 2010 6 6 0.99712245282717 5044
1 1224 0 190508 1 2005 6 5 0.96609403071925 1224
1 1373 0 99766 6 2013 3 3 0.932260264642537 1297
1 810 0 131069 4 2010 6 1 1.00475467997603 783
1 982 0 149850 6 2009 5 3 0.9324833992403 897
1 4568 0 156799 3 2007 9 9 0.998283895337954 4789
1 3752 0 130853 3 2010 8 3 0.974154365668073 3595
1 743 0 126559 7 2010 8 6 1.06252197828144 783
0 0 507 162364 5 2006 7 8 0.964938031276688 513
1 3189 0 98820 2 2012 6 1 0.949558097403497 3231
1 9570 0 93535 5 2013 4 7 0.960654902551323 8850
1 1037 0 130969 4 2010 6 9 0.944022659352049 980
1 18582 0 67843 1 2018 3 7 1.07753716493025 20569
0 0 1613 130695 6 2011 4 8 1.05691193812527 1685
0 0 2544 79743 2 2016 7 5 1.04973783954047 2647
1 3985 0 104499 7 2012 6 9 1.02251178016886 4115
1 47697 0 78369 1 2013 5 9 0.921202930482104 46458
0 0 613 110233 2 2012 5 9 1.09560725279152 709
0 0 3796 182599 2 2006 10 3 0.976252490840852 3609
