1 19184 0 85897 2 2013 3 8 1.18488716391021 16190
0 0 15475 35512 5 2016 3 9 1.10089564219734 14056
1 12285 0 115752 4 2012 4 8 1.36708373957826 8986
1 9640 0 124212 4 2008 4 4 0.843298034599034 11431
1 15606 0 120320 3 2012 4 7 1.18558942720346 13163
0 0 19091 111222 6 2011 3 6 1.02564783372628 18613
0 0 24168 104097 5 2013 3 5 1.23792553212282 19523
1 12193 0 127340 6 2010 5 3 1.24317319157998 9808
0 0 13431 94647 6 2013 5 1 1.16928258089531 11487
1 5883 0 90228 1 2014 7 7 1.00622790454045 5847
1 16878 0 97310 4 2010 3 8 0.996604116133998 16935
0 0 18768 28161 3 2017 3 8 1.22790663385167 15284
1 13861 0 28146 1 2017 5 6 1.11512935923605 12430
1 8389 0 46276 4 2016 4 8 0.94587365526071 8869
0 0 11042 49464 2 2016 4 8 1.10153763863736 10024
1 3450 0 152870 5 2010 7 6 0.985350106999276 3501
1 5303 0 185055 7 2007 6 8 1.01235472926643 5238
1 21277 0 63108 7 2014 3 1 1.36242842881132 15617
0 0 8044 80591 6 2013 5 9 0.928465288991481 8664
1 4200 0 97648 4 2012 7 6 0.754463972930611 5568
0 0 17982 50328 9 2016 3 4 1.03675238081665 17345
0 0 13168 37084 4 2016 4 2 1.18549498129345 11108
1 11513 0 69220 7 2015 6 7 1.01869619534545 11302
1 14727 0 113472 7 2011 4 6 1.08887819996306 13525
1 8049 0 85104 5 2014 6 1 1.11389197716729 7226
0 0 3725 99000 4 2012 7 1 0.942018974177561 3954
1 15138 0 117342 6 2011 4 3 1.18428648824387 12782
1 7298 0 71035 6 2015 6 4 1.01678799503458 7177
0 0 18127 88459 1 2013 3 8 1.14225297749712 15870
1 1221 0 192612 4 2006 10 7 1.1830782115393 1032
0 0 15045 56355 6 2015 5 7 1.20835961541488 12451
1 3317 0 129740 8 2010 7 9 1.0549273779019 3144
1 14512 0 97090 4 2013 5 6 1.29078670661648 11242
1 13385 0 31644 9 2017 5 6 1.1514079530797 11624
0 0 10972 70806 2 2014 4 3 1.00776628344519 10888
0 0 12925 50176 5 2016 4 4 1.28466532689257 10061
0 0 19570 42351 6 2017 3 4 1.10618997263229 17692
0 0 10091 66546 6 2014 5 6 0.876518127206966 11512
0 0 14492 34362 1 2017 4 4 1.29021249858987 11233
0 0 18839 75362 3 2013 3 6 1.05843562864683 17799
0 0 26439 94554 4 2011 3 6 1.36839353716341 19321
1 11146 0 71600 7 2016 6 5 1.10618163518159 10076
0 0 21061 59175 4 2015 3 4 1.32337027011544 15914
1 24049 0 86208 5 2014 3 8 1.38029661798334 17423
1 4505 0 99304 1 2012 7 7 0.920851589311731 4892
0 0 6782 69444 7 2014 6 6 0.900511616968868 7532
1 8190 0 76224 4 2014 6 6 0.964195444484923 8494
1 18187 0 69890 5 2015 4 3 1.56376625503895 11630
0 0 24400 80478 6 2014 3 3 1.17004500875109 20854
0 0 22417 74550 4 2013 3 1 1.22549176785468 18292
1 1171 0 171600 7 2008 10 5 1.1365130613245 1030
0 0 6778 59820 6 2016 6 4 0.845595893304503 8015
1 1479 0 130690 6 2010 8 5 0.935974249645531 1580
1 19323 0 106872 4 2012 3 4 1.07872363713282 17913
1 14631 0 85921 4 2009 3 9 1.16046818090651 12608
0 0 11144 64235 9 2015 4 9 1.21092953116033 9203
1 2235 0 100280 4 2012 8 7 1.20156285468329 1860
1 9245 0 56208 1 2016 6 8 1.10753661736129 8347
1 15469 0 60830 5 2015 5 8 1.368913025889 11300
0 0 13066 22564 1 2018 5 8 1.28283321164824 10185
1 18156 0 67015 5 2015 3 9 1.24390091636343 14596
1 11439 0 64565 1 2015 4 8 1.24838215819476 9163
1 8780 0 125424 3 2012 5 1 0.998624359059688 8792
1 12943 0 160468 4 2009 5 6 1.20768143164604 10717
1 37840 0 86212 6 2013 3 5 1.82545203309554 20729
1 9500 0 127875 6 2009 5 6 1.02215986147119 9294
1 4323 0 162877 1 2009 7 3 0.90973755461557 4752
1 4628 0 113025 1 2009 7 5 0.980072208935239 4722
1 13967 0 85200 3 2014 5 6 1.36107833657197 10261
