1 11264 0 72660 6 2013 5 4 1.38083208738978 8157
1 10230 0 173700 5 2005 6 5 1.05527269721428 9694
1 28041 0 85904 6 2013 3 3 1.33798419852447 20958
1 1365 0 215430 4 2005 8 6 0.976057008143443 1399
1 712 0 228064 4 2004 10 3 0.693810909086142 1026
1 1485 0 179076 4 2008 8 3 0.932956524880376 1592
1 12829 0 101200 2 2012 3 8 1.12403820878991 11413
0 0 28189 118400 2 2010 3 6 1.37957081054417 20433
1 15293 0 60290 5 2015 4 1 1.22673257584581 12466
1 10295 0 58385 5 2015 4 8 1.19063922006594 8646
1 42180 0 80424 6 2012 2 6 1.55354830118345 27150
1 17350 0 104868 2 2011 3 9 1.27574728501079 13600
0 0 15330 80936 4 2012 3 4 1.09060363456542 14056
0 0 19350 87549 5 2013 3 8 1.1785605517162 16418
0 0 31918 41972 2 2016 3 6 1.54720080960353 20629
0 0 10479 52785 3 2015 5 4 1.10326378044189 9498
1 20286 0 101328 5 2012 2 8 1.25755240182119 16132
1 15267 0 110416 1 2012 4 6 1.14930936041706 13284
1 9057 0 135603 6 2011 4 4 1.1553189530626 7840
1 6552 0 90189 8 2011 7 3 1.3295804747944 4928
1 14605 0 64415 6 2015 4 3 1.18258432535224 12350
1 9520 0 56365 6 2015 5 4 1.10276358511423 8633
0 0 8498 85421 3 2013 5 4 1.01266591702987 8392
1 9148 0 51260 7 2016 5 9 1.07023532215724 8547
1 25586 0 27204 9 2017 3 8 1.69592466308819 15087
0 0 25315 54275 3 2015 3 8 1.37966109368181 18349
1 12058 0 124677 7 2011 6 1 1.15197980283557 10468
0 0 13757 94353 6 2013 4 3 1.17240016794187 11734
0 0 7786 47150 7 2015 5 9 0.957740395009696 8130
1 24871 0 103460 1 2010 3 4 1.58562701323675 15685
0 0 29585 83706 2 2014 3 1 1.44807294260463 20430
0 0 37904 51320 4 2016 3 6 1.6319404542159 23226
0 0 29524 47148 5 2016 3 6 1.43855522089241 20523
1 12417 0 77686 4 2013 4 6 1.17729108807486 10547
1 20116 0 35964 5 2017 3 8 1.23926000196026 16232
0 0 36211 70704 5 2014 3 3 1.53233049925652 23631
1 19093 0 67524 4 2014 3 9 1.25953140727124 15159
1 27180 0 30126 7 2017 3 8 1.63542927763303 16620
0 0 18136 110260 3 2010 4 5 1.19028357570091 15237
0 0 12250 70020 5 2015 5 5 1.10318481069103 11104
1 5530 0 128104 5 2012 6 8 0.958510816870111 5769
1 10265 0 42700 6 2016 6 6 1.04219912630167 9849
0 0 39006 53712 4 2016 2 6 1.56820277931571 24873
1 20072 0 128227 2 2009 3 5 1.2383852822892 16208
0 0 21110 46776 4 2016 3 9 1.31670022972188 16032
1 12982 0 40600 4 2015 5 5 0.993083118131678 13073
1 4068 0 80654 4 2013 7 6 0.975225769454964 4171
1 9852 0 49605 5 2015 4 2 1.00149995783945 9837
1 12977 0 99505 5 2013 4 1 1.11398524877328 11649
1 10420 0 79338 3 2014 5 9 1.04832229265412 9940
1 35225 0 92286 4 2014 3 3 1.52863759615979 23043
1 8121 0 49120 5 2016 6 1 0.945306186771709 8591
1 26660 0 89874 5 2011 2 8 1.33816278204693 19923
1 13151 0 67485 6 2015 6 6 1.33529485607144 9849
1 13958 0 65022 6 2014 4 4 1.30742754528655 10675
1 9440 0 138920 3 2010 5 1 0.938103272733597 10063
1 26900 0 104248 2 2012 2 8 1.35905246505009 19793
1 12926 0 55200 4 2014 4 1 1.24027600726403 10422
